fid,Region,Departemen,Commune,Designatio,No_IRH,Long,Lat,Entreprise,Type_Ouvra,Date_Recep,Aquifere,Prof__Tota,X_dd,Y_dd,ProfTOt
1930,LOUGA,KEBEMER,Thieppe,MBEY I,"05-5X-0070","-16°27'00""","15°31'40""",WVI,Forage,1989/09/16,Quaternaire,45.43,-16.45,15.5277777778,45.43
1931,LOUGA,KEBEMER,Thieppe,MERINA GAYE,"05-5X-0338","-16°30'18""","15°28'42""",,Puits moderne,,Eocene,35,-16.505,15.4783333333,35
1932,LOUGA,KEBEMER,Thieppe,MERINA NDIAYE,"05-5X-0159","-16°30'53""","15°30'52""",WVI,Forage,1997/11/12,Eocene,68,-16.5147222222,15.5144444444,68
1933,LOUGA,KEBEMER,Thieppe,PAL MBAOR,"05-5X-0084","-16°26'30""","15°33'10""",WVI,Forage,1989/11/18,Quaternaire,53.7,-16.4416666667,15.5527777778,53.7
1934,LOUGA,KEBEMER,Thieppe,SANTHIOU NIANI,"05-5X-0352","-16°30'33""","15°32'40""",,Puits moderne,,Eocene,33.6,-16.5091666667,15.5444444444,33.6
1935,LOUGA,KEBEMER,Thieppe,SINE NDIAYE (DIOKOUL,"05-5X-0081","-16°33'10""","15°27'45""",WVI,Forage,1990/03/09,Quaternaire,50,-16.5527777778,15.4625,50
1936,LOUGA,KEBEMER,Thieppe,TAYE MBAOR,"05-5X-0069","-16°28'00""","15°31'50""",WVI,Forage,1989/09/06,Quaternaire,60,-16.4666666667,15.5305555556,60
1937,LOUGA,KEBEMER,Thieppe,TEBENE,"05-5X-0515","-16°32'24""","15°34'25""",CSL SENEGAL,Forage,2008/07/08,Continental terminal,63.54,-16.54,15.5736111111,63.54
1938,LOUGA,KEBEMER,Thieppe,TEBENE II,"05-5X-0514","-16°31'47""","15°31'34""",CSL-SENEGAL,Piezometre,2009/06/18,Quaternaire,60,-16.5297222222,15.5261111111,60
1939,LOUGA,KEBEMER,Thieppe,THIARENE SARR,"05-5X-0085","-16°30'00""","15°31'50""",WVI,Forage,1989/09/02,Quaternaire,54,-16.5,15.5305555556,54
1940,LOUGA,KEBEMER,Thieppe,THIEPPE,"05-5X-0025","-16°31'45""","15°31'32""",SOBEA,Forage,1986/06/04,Continental terminal,98.42,-16.5291666667,15.5255555556,98.42
1941,LOUGA,KEBEMER,Thieppe,TOUNDE DIOP,"05-5X-0011","-16°28'16""","15°32'03""",INTRAFOR,Forage,1974/02/13,Continental terminal,142.8,-16.4711111111,15.5341666667,142.8
1942,LOUGA,KEBEMER,Thieppe,TOUNDE DIOP,"05-5X-0019","-16°28'20""","15°32'20""",INTRAFOR,Piezometre,1974/02/13,Continental terminal,142.8,-16.4722222222,15.5388888889,142.8
1943,LOUGA,KEBEMER,Thiolom Fall,BANGOYE NIANG,"05-6X-0007","-16°17'17""","15°23'12""",INTRAFOR,Piezometre,1974/05/11,Eocene,73.5,-16.2880555556,15.3866666667,73.5
1944,LOUGA,KEBEMER,Thiolom Fall,BELAKHOR 2,"05-5X-0170","-16°21'10""","15°22'11""",WVI,Forage,1988/03/28,Eocene,47,-16.3527777778,15.3697222222,47
1945,LOUGA,KEBEMER,Thiolom Fall,BELAKHOR 3,"05-5X-0169","-16°21'10""","15°22'11""",WVI,Forage,1988/03/24,Eocene,48,-16.3527777778,15.3697222222,48
1946,LOUGA,KEBEMER,Thiolom Fall,DAROU  FALL,"05-5X-0087","-16°22'40""","15°24'00""",WVI,Forage,1988/10/17,Eocene,44.3,-16.3777777778,15.4,44.3
1947,LOUGA,KEBEMER,Thiolom Fall,DAROU BANGOYE,"05-6X-0145","-16°17'50""","15°22'40""",WVI,Forage,1989/03/10,Eocene,47.7,-16.2972222222,15.3777777778,47.7
1948,LOUGA,KEBEMER,Thiolom Fall,DIAWAR LOUM,"05-8X-0069","-16°24'24""","15°19'37""",WVI,Forage,1987/10/16,Eocene,73.5,-16.4066666667,15.3269444444,73.5
1949,LOUGA,KEBEMER,Thiolom Fall,GADE AFFE,"05-5X-0036","-16°24'30""","15°21'20""",WVI,Forage,1987/08/19,Eocene,57.5,-16.4083333333,15.3555555556,57.5
1950,LOUGA,KEBEMER,Thiolom Fall,KANDALLA MBENGUE,"05-5X-0060","-16°23'50""","15°22'20""",WVI,Forage,1988/04/05,Eocene,60.5,-16.3972222222,15.3722222222,60.5
1951,LOUGA,KEBEMER,Thiolom Fall,KANDALLA MBENGUE,"05-5X-0068","-16°23'10""","15°21'30""",WVI,Forage,1988/04/05,Eocene,60.5,-16.3861111111,15.3583333333,60.5
1952,LOUGA,KEBEMER,Thiolom Fall,KATMANN AMAR,"05-6X-0071","-16°16'30""","15°20'10""",WVI,Forage,1988/11/22,Eocene,47,-16.275,15.3361111111,47
1953,LOUGA,KEBEMER,Thiolom Fall,KEBEMER,"05-5X-0001","-16°14'83""","15°19'47""",SASIF,Forage,1959/07/25,Eocene,74,-16.2563888889,15.3297222222,74
1954,LOUGA,KEBEMER,Thiolom Fall,KEBEMER,"05-5X-0517","-16°15'23""","15°17'47""",,Forage,1994/06/14,Eocene,113,-16.2563888889,15.2963888889,113
1955,LOUGA,KEBEMER,Thiolom Fall,KEUR BINTA,"05-9X-0034","-16°17'30""","15°17'30""",WVI,Forage,1988/08/15,Eocene,45.3,-16.2916666667,15.2916666667,45.3
1956,LOUGA,KEBEMER,Thiolom Fall,KEUR MEDOUNE NDIAYE,"05-5X-0168","-16°23'30""","15°22'05""",WVI,Forage,1989/03/06,Eocene,51.5,-16.3916666667,15.3680555556,51.5
1957,LOUGA,KEBEMER,Thiolom Fall,KEUR MORY LEYE,"05-5X-0063","-16°20'33""","15°20'15""",WVI,Forage,1988/06/23,Eocene,47,-16.3425,15.3375,47
1958,LOUGA,KEBEMER,Thiolom Fall,KHALMBANE,"05-5X-0062","-16°23'31""","15°20'51""",WVI,Forage,1988/06/16,Eocene,52,-16.3919444444,15.3475,52
1959,LOUGA,KEBEMER,Thiolom Fall,KHALMBANE,"05-5X-0062","-16°23'31""","15°20'51""",WVI,Forage,1988/06/16,Eocene,52,-16.3919444444,15.3475,52
1960,LOUGA,KEBEMER,Thiolom Fall,KHEUL NDIAYE,"05-8X-0043","-16°20'02""","15°19'20""",INTRAFOR,Forage,1983/04/02,Eocene,58.1,-16.3338888889,15.3222222222,58.1
1961,LOUGA,KEBEMER,Thiolom Fall,KILIMANE I,"05-9X-0035","-16°17'30""","15°17'00""",WVI,Forage,1988/08/20,Eocene,48.3,-16.2916666667,15.2833333333,48.3
1962,LOUGA,KEBEMER,Thiolom Fall,KILIMANE II,"05-9X-0036","-16°17'40""","15°17'05""",WVI,Forage,1988/08/27,Eocene,57.5,-16.2944444444,15.2847222222,57.5
1963,LOUGA,KEBEMER,Thiolom Fall,KOBEUL SOUGOU,"05-9X-0040","-16°16'57""","15°18'46""",WVI,Forage,1988/07/19,Eocene,48.5,-16.2825,15.3127777778,48.5
1964,LOUGA,KEBEMER,Thiolom Fall,KOURE MBELGOR,"05-5X-0023","-16°23'47""","15°22'07""",INTRAFOR,Forage,1983/03/19,Eocene,82,-16.3963888889,15.3686111111,82
1965,LOUGA,KEBEMER,Thiolom Fall,MACKA DIAGNE,"05-8X-0067","-16°21'00""","15°19'50""",WVI,Forage,1988/06/27,Eocene,48,-16.35,15.3305555556,48
1966,LOUGA,KEBEMER,Thiolom Fall,MASSAR DIOP,"05-9X-0031","-16°18'50""","15°19'15""",SONAFOR,Forage,1991/04/03,Eocene,61.5,-16.3138888889,15.3208333333,61.5
1967,LOUGA,KEBEMER,Thiolom Fall,MASSAR DIOP,"05-9X-0042","-16°18'50""","15°19'30""",WVI,Forage,1988/07/01,Eocene,51,-16.3138888889,15.325,51
1968,LOUGA,KEBEMER,Thiolom Fall,MASSAR DIOP II,"05-9X-0041","-16°18'54""","15°18'50""",WVI,Forage,1988/07/26,Eocene,56,-16.315,15.3138888889,56
1969,LOUGA,KEBEMER,Thiolom Fall,MBAKHENE,"05-8X-0016","-16°21'51""","15°20'39""",INTRAFOR,Piezometre,1974/07/12,Eocene,49,-16.3641666667,15.3441666667,49
1970,LOUGA,KEBEMER,Thiolom Fall,MBELGOR MBENGUENE,"05-5X-0065","-16°23'01""","15°23'40""",WVI,Forage,1987/10/22,Eocene,67,-16.3836111111,15.3944444444,67
1971,LOUGA,KEBEMER,Thiolom Fall,MBENGUENE,"05-5X-0064","-16°24'35""","15°20'25""",SASIF,Forage,1998/06/30,Paleocene,94,-16.4097222222,15.3402777778,94
1972,LOUGA,KEBEMER,Thiolom Fall,MBENGUENE MBELGOR,"05-5X-0420","-16°23'21""","15°23'21""",,Puits moderne,,Quaternaire,14.18,-16.3891666667,15.3891666667,14.18
1973,LOUGA,KEBEMER,Thiolom Fall,MBENGUENE MBELGOR,"05-8X-0068","-16°24'30""","15°19'40""",WVI,Forage,1987/10/28,Eocene,54.5,-16.4083333333,15.3277777778,54.5
1974,LOUGA,KEBEMER,Thiolom Fall,MBEUKHARY MBOUP,"05-5X-0059","-16°25'00""","15°23'50""",WVI,Forage,1988/06/11,Eocene,100,-16.4166666667,15.3972222222,100
1975,LOUGA,KEBEMER,Thiolom Fall,MBOLTOGNE SOUGOU,"05-5X-0030","-16°20'10""","15°23'50""",WVI,Forage,1987/12/03,Eocene,50,-16.3361111111,15.3972222222,50
1976,LOUGA,KEBEMER,Thiolom Fall,MOUSLADJ,"05-9X-0043","-16°16'58""","15°18'47""",WVI,Forage,1988/07/26,Eocene,57.3,-16.2827777778,15.3130555556,57.3
1977,LOUGA,KEBEMER,Thiolom Fall,NDAM BALA,"05-6X-0147","-16°17'36""","15°24'10""",WVI,Forage,1988/03/01,Eocene,51.5,-16.2933333333,15.4027777778,51.5
1978,LOUGA,KEBEMER,Thiolom Fall,NDAM GOUREYE,"05-6X-0069","-16°17'00""","15°21'05""",WVI,Forage,1988/02/28,Eocene,52,-16.2833333333,15.3513888889,52
1979,LOUGA,KEBEMER,Thiolom Fall,NDAM SANOSSI,"05-6X-0065","-16°16'08""","15°22'25""",WVI,Forage,1988/02/25,Eocene,48,-16.2688888889,15.3736111111,48
1980,LOUGA,KEBEMER,Thiolom Fall,NDAT DIAGNE,"05-5X-0061","-16°22'13""","15°20'13""",WVI,Forage,1988/06/20,Eocene,47.6,-16.3702777778,15.3369444444,47.6
1981,LOUGA,KEBEMER,Thiolom Fall,NDATTE DIOKOUL,"05-5X-0005","-16°21'51""","15°20'43""",INTRAFOR,Forage,1974/07/08,Eocene,76,-16.3641666667,15.3452777778,76
1982,LOUGA,KEBEMER,Thiolom Fall,NDIABY FALL,"05-5X-0035","-16°26'05""","15°21'00""",WVI,Forage,1987/08/28,Eocene,46,-16.4347222222,15.35,46
1983,LOUGA,KEBEMER,Thiolom Fall,NDIAKHAL PEULH,"05-6X-0006","-16°14'46""","15°19'23""",INTRAFOR,Forage,1973/12/24,Continental terminal,123,-16.2461111111,15.3230555556,123
1984,LOUGA,KEBEMER,Thiolom Fall,NDIAKHOUMPA KEUR BALLA,"05-9X-0101","-16°14'26""","15°17'47""",WVI,Forage,1988/07/29,Eocene,54,-16.2405555556,15.2963888889,54
1985,LOUGA,KEBEMER,Thiolom Fall,NDIAKHOUMPA PEULH,"05-9X-0047","-16°15'30""","15°17'35""",WVI,Forage,1987/03/18,Eocene,55,-16.2583333333,15.2930555556,55
1986,LOUGA,KEBEMER,Thiolom Fall,NDIALOR GUEYE,"05-6X-0061","-16°19'10""","15°22'50""",WVI,Forage,1987/12/11,Eocene,60,-16.3194444444,15.3805555556,60
1987,LOUGA,KEBEMER,Thiolom Fall,NDIARE DAKHAR,"05-6X-0066","-16°17'30""","15°21'20""",WVI,Forage,1988/03/05,Eocene,45,-16.2916666667,15.3555555556,45
1988,LOUGA,KEBEMER,Thiolom Fall,NDIARE DAKHAR,"05-6X-0067","-16°17'50""","15°21'20""",WVI,Forage,1988/03/10,Eocene,59,-16.2972222222,15.3555555556,59
1989,LOUGA,KEBEMER,Thiolom Fall,NDIATTAR FALL,"05-6X-0024","-16°18'00""","15°20'00""",INTRAFOR,Forage,1983/03/30,Eocene,75.8,-16.3,15.3333333333,75.8
1990,LOUGA,KEBEMER,Thiolom Fall,NDIATTAR FALL,"05-6X-0130","-16°18'10""","15°20'00""",SONAFOR,Forage,1995/12/06,Eocene,63,-16.3027777778,15.3333333333,63
1991,LOUGA,KEBEMER,Thiolom Fall,NDIATTAR FALL,"05-6X-0139","-16°18'10""","15°20'00""",SONAFOR,Forage,1995/12/06,Eocene,63,-16.3027777778,15.3333333333,63
1992,LOUGA,KEBEMER,Thiolom Fall,NDIATTAR PEULH,"05-6X-0085","-16°17'00""","15°20'00""",WVI,Forage,1988/07/13,Eocene,53.7,-16.2833333333,15.3333333333,53.7
1993,LOUGA,KEBEMER,Thiolom Fall,NDIAYENE BANGOYE,"05-6X-0084","-16°17'15""","15°22'40""",WVI,Forage,1987/12/19,Eocene,51,-16.2875,15.3777777778,51
1994,LOUGA,KEBEMER,Thiolom Fall,NDIENGUE DIAW,"05-9X-0006","-16°15'13""","15°19'18""",SONAFOR,Forage,1976/01/28,Paleocene,60,-16.2536111111,15.3216666667,60
1995,LOUGA,KEBEMER,Thiolom Fall,NDIOBENE MAYAMAR,"05-6X-0072","-16°16'10""","15°24'10""",WVI,Forage,1988/11/17,Eocene,47.2,-16.2694444444,15.4027777778,47.2
1996,LOUGA,KEBEMER,Thiolom Fall,NGOUMBALA,"05-5X-0031","-16°21'07""","15°23'02""",WVI,Forage,1988/11/27,Eocene,62,-16.3519444444,15.3838888889,62
1997,LOUGA,KEBEMER,Thiolom Fall,NGUEYENE AMADOU SOW,"05-5X-0067","-16°24'40""","15°24'10""",WVI,Forage,1988/06/10,Eocene,100,-16.4111111111,15.4027777778,100
1998,LOUGA,KEBEMER,Thiolom Fall,OUARACK NDIATAR,"05-9X-0046","-16°19'30""","15°19'55""",WVI,Forage,1988/07/09,Eocene,52.2,-16.325,15.3319444444,52.2
1999,LOUGA,KEBEMER,Thiolom Fall,OUARGA LO,"05-6X-0148","-16°17'00""","15°20'10""",WVI,Forage,1987/12/21,Eocene,51.5,-16.2833333333,15.3361111111,51.5
2000,LOUGA,KEBEMER,Thiolom Fall,PALENE MASSAR,"05-6X-0070","-16°17'30""","15°21'20""",WVI,Forage,1987/04/30,Eocene,55,-16.2916666667,15.3555555556,55
2001,LOUGA,KEBEMER,Thiolom Fall,THIENO NDIAYE,"05-5X-0054","-16°22'20""","15°22'20""",WVI,Forage,1988/03/09,Eocene,55,-16.3722222222,15.3722222222,55
2002,LOUGA,KEBEMER,Thiolom Fall,THINE DIAO I,"05-9X-0037","-16°18'15""","15°18'20""",WVI,Forage,1988/08/15,Eocene,48,-16.3041666667,15.3055555556,48
2003,LOUGA,KEBEMER,Thiolom Fall,THIONO DIAO,"05-5X-0434","-16°20'02""","15°21'59""",,Puits moderne,,Eocene,41.83,-16.3338888889,15.3663888889,41.83
2004,LOUGA,KEBEMER,Thiolom Fall,TIEL BATI,"05-5X-0029","-16°22'20""","15°23'05""",WVI,Forage,1987/11/23,Eocene,55,-16.3722222222,15.3847222222,55
2005,LOUGA,KEBEMER,Thiolom Fall,TIENO PEULH,"05-5X-0173","-16°22'20""","15°21'04""",WVI,Forage,1989/04/29,Eocene,51.7,-16.3722222222,15.3511111111,51.7
2006,LOUGA,KEBEMER,Thiolom Fall,TIENO THILENE,"05-5X-0105","-16°24'21""","15°23'21""",SENEGAL/SONA FOR,Forage,1998/12/16,Eocene,118,-16.4058333333,15.3891666667,118
2007,LOUGA,KEBEMER,Thiolom Fall,TIOLOM FALL,"05-6X-0030","-16°19'03""","15°20'09""",SOBEA,Forage,1986/07/24,Eocene,74,-16.3175,15.3358333333,74
2008,LOUGA,KEBEMER,Thiolom Fall,TOUBE FALL,"05-5X-0174","-16°23'30""","15°20'07""",WVI,Forage,1989/02/28,Eocene,44.5,-16.3916666667,15.3352777778,44.5
2009,LOUGA,KEBEMER,Touba Merina,KHOYOYE,"06-7X-0009","-15°58'38""","15°10'11""",,Puits-forage,1977/08/01,Maastrichtien,325,-15.9772222222,15.1697222222,325
2010,LOUGA,KEBEMER,Touba Merina,MACKA DIAGNE,"06-7X-0015","-15°59'10""","15°15'00""",WVI,Forage,1989/01/28,Eocene,47.5,-15.9861111111,15.25,47.5
2011,LOUGA,KEBEMER,Touba Merina,SAR SARA,"05-9X-0095","-16°03'50""","15°17'56""",SONAFOR,Forage,1997/12/05,Maastrichtien,301,-16.0638888889,15.2988888889,301
2012,LOUGA,KEBEMER,Touba Merina,SINE NDIAYE,"05-9X-0023","-16°01'47""","15°14'47""",PRAKLA,Forage-puits,1985/11/22,Maastrichtien,350,-16.0297222222,15.2463888889,350
2013,LOUGA,KEBEMER,Touba Merina,TOUBA BELEL,"06-4X-0010","-15°58'59""","15°20'46""",SONAFOR,Forage,1978/01/25,Maastrichtien,318,-15.9830555556,15.3461111111,318
2014,LOUGA,KEBEMER,Touba Merina,TOUBA MERINA,"05-9X-0002","-16°00'34""","15°15'26""",HYDRAF,Forage,1952/12/29,Maastrichtien,347,-16.0094444444,15.2572222222,347
2015,LOUGA,KEBEMER,Touba Merina,TOUBA MERINA,"05-9X-0094","-16°00'34""","15°15'26""",SASIF,Forage,1996/02/13,Maastrichtien,300,-16.0094444444,15.2572222222,300
2016,LOUGA,LINGUERE,Barkedji,BARKEDJI,"07-7X-0010","-14°52'15""","15°19'52""",SONAFOR,Forage-puits,1997/08/12,Maastrichtien,230.6,-14.8708333333,15.3311111111,230.6
2017,LOUGA,LINGUERE,Barkedji,BARKEDJI OUOLOF,"07-7X-0001","-14°52'15""","15°16'52""",HYDRAF,Forage,1949/11/24,Maastrichtien,275,-14.8708333333,15.2811111111,275
2018,LOUGA,LINGUERE,Barkedji,BOKI SAMALY,"07-7X-0005","-14°44'08""","15°09'38""",SONAFOR,Forage,1976/04/15,Maastrichtien,300,-14.7355555556,15.1605555556,300
2019,LOUGA,LINGUERE,Barkedji,DAROU SALAM,"07-7X-0012","-14°41'27""","15°17'59""",GEOMECHANIK,Forage,2001/03/04,Maastrichtien,310,-14.6908333333,15.2997222222,310
2020,LOUGA,LINGUERE,Barkedji,DIAGALI,"07-7X-0007","-14°40'10""","15°16'40""",SASIF,Forage,1986/01/23,Maastrichtien,278,-14.6694444444,15.2777777778,278
2021,LOUGA,LINGUERE,Barkedji,DIAGUELI,"07-7X-0002","-14°40'09""","15°16'39""",HYDRAF,Forage,1951/10/04,Maastrichtien,300.2,-14.6691666667,15.2775,300.2
2022,LOUGA,LINGUERE,Barkedji,DJABAL,"07-4X-0002","-14°56'13""","15°18'32""",INTRAFOR,Piezometre,1969/06/26,Maastrichtien,249.58,-14.9369444444,15.3088888889,249.58
2023,LOUGA,LINGUERE,Barkedji,DJABAL,"07-4X-0011","-14°57'15""","15°21'30""",SENEGAL/SE- SONA,Forage,2001/06/09,Maastrichtien,266,-14.9541666667,15.3583333333,266
2024,LOUGA,LINGUERE,Barkedji,GASSET OUOLOF,"06-6X-0008","-15°00'50""","15°20'82""",SONAFOR,Forage-puits,1984/10/04,Maastrichtien,205,-15.0138888889,15.3561111111,205
2025,LOUGA,LINGUERE,Barkedji,MAUGRE,"06-9X-0011","-15°01'20""","15°19'05""",SASIF,Forage-puits,1996/06/14,Maastrichtien,215,-15.0222222222,15.3180555556,215
2026,LOUGA,LINGUERE,Barkedji,MAUGRE,"06-9X-0019","-15°01'28""","15°19'03""",,Puits moderne,,Quaternaire,15.64,-15.0244444444,15.3175,15.64
2027,LOUGA,LINGUERE,Barkedji,NABA,12-1X-0062,"-14°50'00""","15°17'00""",SENEGAL/SE- SONA,Forage-puits,1999/11/01,Maastrichtien,253,-14.8333333333,15.2833333333,253
2028,LOUGA,LINGUERE,Barkedji,SAMALY,"07-7X-0008","-14°44'07""","15°09'38""",SASIF,Forage,1985/04/21,Maastrichtien,270,-14.7352777778,15.1605555556,270
2029,LOUGA,LINGUERE,Barkedji,THIASKI,"07-4X-0010","-14°51'40""","15°18'45""",SENEGAL/SE- SONA,Forage,2001/10/27,Maastrichtien,225,-14.8611111111,15.3125,225
2030,LOUGA,LINGUERE,Barkedji,TORDIOL,"07-4X-0014","-14°55'07""","15°25'17""",,Puits moderne,,Eocene,72.3,-14.9186111111,15.4213888889,72.3
2031,LOUGA,LINGUERE,Barkedji,TOUBA NDAR FALL,"07-7X-0006","-14°54'00""","15°16'00""",SASIF,Forage-puits,1984/01/01,Maastrichtien,278,-14.9,15.2666666667,278
2032,LOUGA,LINGUERE,Barkedji,TOUNG,"07-7X-0014","-14°59'10""","15°09'50""",HENAN CHINE,Forage,2004/07/22,Maastrichtien,277,-14.9861111111,15.1638888889,277
2033,LOUGA,LINGUERE,Barkedji,TOUNG PEULH,"07-7X-0013","-14°59'10""","15°09'50""",HENEN CHINE,Forage,2004/07/23,Maastrichtien,277,-14.9861111111,15.1638888889,277
2034,LOUGA,LINGUERE,Boulal,BOULAL OUOLOF,"06-5X-0002","-15°39'37""","15°23'55""",HYDRAF,Forage,1950/09/22,Maastrichtien,240.2,-15.6602777778,15.3986111111,240.2
2035,LOUGA,LINGUERE,Boulal,DEPAL,"06-5X-0015","-15°39'58""","15°25'32""",SASIF,Forage-puits,1996/08/04,Maastrichtien,231.75,-15.6661111111,15.4255555556,231.75
2036,LOUGA,LINGUERE,Boulal,KEUR BASSINE,"06-5X-0020","-15°33'20""","15°24'35""",GEOMECHANIK,Forage,2003/12/19,Maastrichtien,256,-15.5555555556,15.4097222222,256
2037,LOUGA,LINGUERE,Boulal,KOYLI ALPHA,"06-5X-0056","-15°40'06""","15°26'62""",CDE,Forage,2012/04/01,Maastrichtien,160,-15.6683333333,15.4505555556,160
2038,LOUGA,LINGUERE,Boulal,MOUKH MOUKH,"06-4X-0048","-15°44'15""","15°24'10""",CCG,Forage,2007/04/24,Maastrichtien,250,-15.7375,15.4027777778,250
2039,LOUGA,LINGUERE,Boulal,PATOUDE,"06-4X-0028","-15°48'00""","15°22'00""",SENEGAL/SE- SONA,Forage,2001/08/03,Maastrichtien,247,-15.8,15.3666666667,247
2040,LOUGA,LINGUERE,Boulal,THIEYENE,"06-4X-0013","-15°40'01""","15°33'00""",INTRAFOR,Forage,1982/07/26,Maastrichtien,220,-15.6669444444,15.55,220
2041,LOUGA,LINGUERE,Dealy,DAHRA MOURIDE,"06-7X-0016","-15°40'43""","15°07'10""",SASIF,Forage,1984/01/01,Maastrichtien,325.6,-15.6786111111,15.1194444444,325.6
2042,LOUGA,LINGUERE,Dealy,DAROU BOGO,12-2X-0002,"-15°38'42""","14°56'05""",SONAFOR,Forage-puits,1975/08/01,Maastrichtien,255,-15.645,14.9347222222,255
2043,LOUGA,LINGUERE,Dealy,DAROU KHOUDOSS,12-2X-0007,"-15°39'50""","14°58'00""",SASIF,Forage-puits,1984/02/28,Maastrichtien,255,-15.6638888889,14.9666666667,255
2044,LOUGA,LINGUERE,Dealy,DAROU KOSSO,"06-7X-0058","-15°42'22""","15°10'25""",CGC,Forage,2007/08/01,Maastrichtien,281,-15.7061111111,15.1736111111,281
2045,LOUGA,LINGUERE,Dealy,DEALY,"06-7X-0001","-15°42'47""","15°02'00""",HYDRAF,Forage,1952/05/01,Maastrichtien,309.6,-15.7130555556,15.0333333333,309.6
2046,LOUGA,LINGUERE,Dealy,DEALY,"06-7X-0019","-15°42'45""","15°03'20""",SEHI-SENEGAL,Forage,2004/01/23,Maastrichtien,267,-15.7125,15.0555555556,267
2047,LOUGA,LINGUERE,Dealy,KADO BALLODJI,12-1X-0019,"-15°46'47""","14°58'05""",SONAFOR,Forage,1977/02/25,Maastrichtien,295,-15.7797222222,14.9680555556,295
2048,LOUGA,LINGUERE,Dealy,NEWA,"05-8X-0092","-15°30'33""","15°03'53""",WVI,Forage,2000/08/03,Eocene,59.6,-15.5091666667,15.0647222222,59.6
2049,LOUGA,LINGUERE,Dealy,NGUILLO E.H. MAMADOU,12-1X-0016,"-15°48'06""","14°59'42""",SONAFOR,Forage-puits,1975/07/10,Maastrichtien,293.6,-15.8016666667,14.995,293.6
2050,LOUGA,LINGUERE,Dealy,NIBODJIE,12-1X-0083,"-15°44'54""","14°56'10""",CDE,Forage,2011/09/19,Maastrichtien,248.73,-15.7483333333,14.9361111111,248.73
2051,LOUGA,LINGUERE,Dealy,SAM FALL,12-2X-0006,"-15°32'51""","14°56'10""",SASIF,Forage-puits,1983/12/14,Maastrichtien,281,-15.5475,14.9361111111,281
2052,LOUGA,LINGUERE,Dealy,SAM FALL,12-2X-0012,"-15°34'30""","14°54'10""",SASIF,Forage,1998/11/18,Maastrichtien,270,-15.575,14.9027777778,270
2053,LOUGA,LINGUERE,Dealy,THIOUNENE,"05-8X-0093","-15°30'33""","15°03'33""",WVI,Forage,2000/08/03,Eocene,50.6,-15.5091666667,15.0591666667,50.6
2054,LOUGA,LINGUERE,Dealy,TOUBA PAKHA,"06-7X-0008","-15°42'26""","15°13'59""",SONAFOR,Forage,1976/11/01,Maastrichtien,260,-15.7072222222,15.2330555556,260
2055,LOUGA,LINGUERE,Dealy,TOUBA SOURANG(NEBODJI),12-1X-0029,"-15°44'55""","14°55'45""",SASIF,Forage-puits,1984/03/08,Maastrichtien,268,-15.7486111111,14.9291666667,268
2056,LOUGA,LINGUERE,Dealy,VANDOU LOUMBAL,"06-8X-0008","-15°38'46""","15°08'44""",SASIF,Forage,1984/07/15,Maastrichtien,282,-15.6461111111,15.1455555556,282
2057,LOUGA,LINGUERE,Dodji,BEYNABE,"06-6X-0015","-15°00'30""","15°26'15""",SASIF,Forage-puits,1996/05/15,Maastrichtien,218,-15.0083333333,15.4375,218
2058,LOUGA,LINGUERE,Dodji,DODJI OUOLOF,"07-4X-0001","-14°57'00""","15°32'00""",HYDRAF,Forage,1951/05/09,Maastrichtien,242.1,-14.95,15.5333333333,242.1
2059,LOUGA,LINGUERE,Dodji,KADJI MERINA,"06-6X-0009","-15°03'26""","15°27'31""",SASIF,Forage,1984/07/23,Maastrichtien,206,-15.0572222222,15.4586111111,206
2060,LOUGA,LINGUERE,Dodji,KEUR SAMBA RACKY,"07-4X-0012","-14°46'35""","15°34'55""",SEHI-SENEGAL,Forage,2002/08/21,Maastrichtien,253,-14.7763888889,15.5819444444,253
2061,LOUGA,LINGUERE,Dodji,KHOL KHOL,"06-6X-0014","-15°01'00""","15°29'30""",,Forage,1993/01/01,Maastrichtien,229.1,-15.0166666667,15.4916666667,229.1
2062,LOUGA,LINGUERE,Dodji,NDOKHOBE MERINA,"06-9X-0014","-15°01'30""","15°24'00""",SOCIETE HENAN CHINE,Forage,2004/06/29,Maastrichtien,303,-15.025,15.4,303
2063,LOUGA,LINGUERE,Dodji,NDOTHIE,"06-6X-0041","-15°00'41""","15°29'35""",,Forage,,Eocene,74.95,-15.0113888889,15.4930555556,74.95
2064,LOUGA,LINGUERE,Dodji,PORAM,"07-4X-0009","-14°46'35""","15°34'55""",HENAN CHINE,Forage,2004/09/27,Maastrichtien,268,-14.7763888889,15.5819444444,268
2065,LOUGA,LINGUERE,Dodji,THIAT NGOL PALOL,"06-1X-0024","-14°48'31""","15°28'20""",CGC,Forage,2007/03/21,Maastrichtien,219,-14.8086111111,15.4722222222,219
2066,LOUGA,LINGUERE,Dodji,VENDOU BEY I ( BEYNABE),"07-4X-0007","-14°58'48""","15°26'41""",SASIF,Forage-puits,1996/05/15,Maastrichtien,218,-14.98,15.4447222222,218
2067,LOUGA,LINGUERE,Gassane,DAROU MINAME TAIF,12-2X-0005,"-15°24'06""","14°48'52""",SASIF,Forage-puits,1983/12/26,Maastrichtien,240,-15.4016666667,14.8144444444,240
